平均加速度 > 0.01 的文件索引列表
============================================================

总文件数: 23161
符合条件的文件数: 6154

索引       平均加速度           文件名
12482    0.010959        us-nv-las-vegas-strip_20a7132e8a805520.npz
15196    0.010956        us-pa-pittsburgh-hazelwood_1e5cbb293cd25c4c.npz
11258    0.010956        us-ma-boston_cabc787693de5a3e.npz
9266     0.010955        us-ma-boston_63f0c61b8b75568e.npz
11375    0.010953        us-ma-boston_d267c7a49442522d.npz
16066    0.010952        us-pa-pittsburgh-hazelwood_36e24966ff1153fa.npz
14276    0.010949        us-pa-pittsburgh-hazelwood_03c81875b8235739.npz
22622    0.010948        us-pa-pittsburgh-hazelwood_f164849856e45915.npz
15179    0.010948        us-pa-pittsburgh-hazelwood_1dd4dd165bc75dd9.npz
5309     0.010946        sg-one-north_b6aabb7349ea55ff.npz
1490     0.010946        sg-one-north_32072f7f6b97524b.npz
12184    0.010945        us-ma-boston_fd1193eaa7d75a89.npz
5924     0.010943        sg-one-north_ca514c6539745e3b.npz
7601     0.010943        us-ma-boston_07eab775ff31571f.npz
8289     0.010943        us-ma-boston_2d2ad3a98ed85f21.npz
18893    0.010941        us-pa-pittsburgh-hazelwood_8680a38935505292.npz
4260     0.010940        sg-one-north_92b0d62f62bc5c41.npz
16198    0.010939        us-pa-pittsburgh-hazelwood_3a84c110d8995261.npz
8626     0.010938        us-ma-boston_3fcfa98a623d5344.npz
16000    0.010938        us-pa-pittsburgh-hazelwood_3538f5e0026852a8.npz
11690    0.010937        us-ma-boston_e3694fbc090e5111.npz
16914    0.010937        us-pa-pittsburgh-hazelwood_4e25669ea8d359d7.npz
5607     0.010936        sg-one-north_c06d369b252153e8.npz
17536    0.010936        us-pa-pittsburgh-hazelwood_5f547830a94f5100.npz
19064    0.010934        us-pa-pittsburgh-hazelwood_8b177850c5115c00.npz
6312     0.010933        sg-one-north_d847fef9414151f7.npz
21355    0.010932        us-pa-pittsburgh-hazelwood_ccad3734ecc25df7.npz
21025    0.010932        us-pa-pittsburgh-hazelwood_c2218990620f5bd3.npz
14075    0.010930        us-nv-las-vegas-strip_f730b0b1e02f5d65.npz
12754    0.010930        us-nv-las-vegas-strip_444e37a58a0c543a.npz
19697    0.010930        us-pa-pittsburgh-hazelwood_9c4fa9af556e5419.npz
10028    0.010929        us-ma-boston_8b15838eafb25f1b.npz
20539    0.010928        us-pa-pittsburgh-hazelwood_b436d598e5895a51.npz
16291    0.010927        us-pa-pittsburgh-hazelwood_3dbd115a3c9b5b2f.npz
8805     0.010927        us-ma-boston_4aa2a49830ce5dfd.npz
11703    0.010927        us-ma-boston_e43d6eef60d85bed.npz
6051     0.010927        sg-one-north_cf5521c610c65471.npz
18896    0.010926        us-pa-pittsburgh-hazelwood_86b46d616bcc5fe8.npz
18       0.010926        sg-one-north_00ba6997997859b7.npz
9906     0.010926        us-ma-boston_84fe3e0a6bed569e.npz
16290    0.010925        us-pa-pittsburgh-hazelwood_3db3b8d3c04d50a6.npz
3127     0.010924        sg-one-north_690fa5ae47cc51e1.npz
3698     0.010924        sg-one-north_7e8df3a385c15898.npz
3824     0.010924        sg-one-north_8349cfcb71d45ac8.npz
15864    0.010924        us-pa-pittsburgh-hazelwood_31ca1bf8926b5d8e.npz
16570    0.010923        us-pa-pittsburgh-hazelwood_4555f94f04565f68.npz
17023    0.010921        us-pa-pittsburgh-hazelwood_50fb28fb26515379.npz
13753    0.010919        us-nv-las-vegas-strip_cb550609c2025e68.npz
16591    0.010919        us-pa-pittsburgh-hazelwood_45c9076e81a65a04.npz
10256    0.010919        us-ma-boston_97ceb306783a5009.npz
241      0.010918        sg-one-north_09b70ee4736a567c.npz
15231    0.010917        us-pa-pittsburgh-hazelwood_1f43c8449fd15033.npz
5685     0.010917        sg-one-north_c278df9a481f525f.npz
18848    0.010916        us-pa-pittsburgh-hazelwood_8561272ab6f85a63.npz
19111    0.010915        us-pa-pittsburgh-hazelwood_8c33e7d991f65875.npz
21135    0.010913        us-pa-pittsburgh-hazelwood_c5ccb7d767d05af4.npz
9200     0.010913        us-ma-boston_60392db6b4ea5fac.npz
22463    0.010913        us-pa-pittsburgh-hazelwood_ed10e70d40d25b39.npz
15809    0.010912        us-pa-pittsburgh-hazelwood_303ca660a4475dc6.npz
21005    0.010912        us-pa-pittsburgh-hazelwood_c1488a650f9d54af.npz
19630    0.010910        us-pa-pittsburgh-hazelwood_9a6640ce343a547d.npz
11160    0.010910        us-ma-boston_c6256b7ddfe55b70.npz
3016     0.010909        sg-one-north_65516949d1905394.npz
17069    0.010909        us-pa-pittsburgh-hazelwood_521688dc8e27516e.npz
7387     0.010908        sg-one-north_fc6e87e089f15870.npz
4376     0.010907        sg-one-north_963af0ae40b85832.npz
22144    0.010907        us-pa-pittsburgh-hazelwood_e39f27adc2155ea4.npz
15879    0.010907        us-pa-pittsburgh-hazelwood_3241cc45837b5d54.npz
6558     0.010907        sg-one-north_e11330933bd85b82.npz
11717    0.010906        us-ma-boston_e4ef32c1ddeb5b75.npz
11581    0.010905        us-ma-boston_dcb6c1cd49705c6b.npz
9877     0.010905        us-ma-boston_83e3f89b3b5f5eed.npz
14001    0.010905        us-nv-las-vegas-strip_ef90ba27e7c55f46.npz
271      0.010904        sg-one-north_0aa2ffaeb46b52de.npz
10363    0.010902        us-ma-boston_9d6b1a9568d3598d.npz
8529     0.010901        us-ma-boston_39c3d3c637da57d6.npz
14412    0.010900        us-pa-pittsburgh-hazelwood_0777b1f2889b5c01.npz
4650     0.010900        sg-one-north_9f42b13c66c95b35.npz
13819    0.010898        us-nv-las-vegas-strip_d393c48e1fd35ba4.npz
16868    0.010898        us-pa-pittsburgh-hazelwood_4cc57e70d5895e2f.npz
19816    0.010896        us-pa-pittsburgh-hazelwood_a01fda9111f7574d.npz
14807    0.010895        us-pa-pittsburgh-hazelwood_135f50f75fb753e2.npz
10441    0.010895        us-ma-boston_a19116fff7ac572b.npz
15833    0.010894        us-pa-pittsburgh-hazelwood_30d9f283804b5beb.npz
15950    0.010893        us-pa-pittsburgh-hazelwood_3416fb96e1d1595f.npz
4526     0.010893        sg-one-north_9b1aa425339c52cb.npz
19332    0.010893        us-pa-pittsburgh-hazelwood_929800ddf5b955e6.npz
2493     0.010893        sg-one-north_53db332640335bbf.npz
6507     0.010892        sg-one-north_df3c91521352553d.npz
4500     0.010892        sg-one-north_9a34ab39447e5ce7.npz
17228    0.010889        us-pa-pittsburgh-hazelwood_56a84ca3b65a5151.npz
17191    0.010889        us-pa-pittsburgh-hazelwood_55f57f618b035826.npz
14039    0.010888        us-nv-las-vegas-strip_f4270e7794d45b67.npz
8376     0.010887        us-ma-boston_312fffec91715e41.npz
17498    0.010885        us-pa-pittsburgh-hazelwood_5e554bbbd8075ae6.npz
17553    0.010885        us-pa-pittsburgh-hazelwood_5fc0076840585030.npz
2648     0.010885        sg-one-north_5921aa8e001c55b1.npz
880      0.010883        sg-one-north_1dfb739f1ba05713.npz
3776     0.010883        sg-one-north_8170083741735dc6.npz
5840     0.010880        sg-one-north_c762a70833445bbd.npz
15548    0.010880        us-pa-pittsburgh-hazelwood_27cb2fdefc7351a1.npz
22528    0.010880        us-pa-pittsburgh-hazelwood_ef0f7beb4aaf5db6.npz
10636    0.010880        us-ma-boston_ac4cbbc757f953fa.npz
21956    0.010878        us-pa-pittsburgh-hazelwood_ddf1a50e1e585d58.npz
17231    0.010876        us-pa-pittsburgh-hazelwood_56b8787ec44d5e33.npz
15258    0.010876        us-pa-pittsburgh-hazelwood_203bc3fa2b975383.npz
4439     0.010875        sg-one-north_9834de1e94265da5.npz
8472     0.010874        us-ma-boston_365735423ff251f2.npz
1274     0.010874        sg-one-north_2a85c3d533ba5b58.npz
16438    0.010874        us-pa-pittsburgh-hazelwood_41658f64634d5bd1.npz
5709     0.010873        sg-one-north_c37917a38bfb5778.npz
16455    0.010872        us-pa-pittsburgh-hazelwood_41e182a261ba5ea9.npz
6452     0.010872        sg-one-north_dd6db0ef8af15ab3.npz
5039     0.010872        sg-one-north_ad7f30fff3105a47.npz
14361    0.010872        us-pa-pittsburgh-hazelwood_060f64bc374d5d72.npz
4016     0.010869        sg-one-north_89d4e776b92058de.npz
16195    0.010869        us-pa-pittsburgh-hazelwood_3a7b401b30a957b0.npz
10416    0.010869        us-ma-boston_a04b06a7a3a5537b.npz
6040     0.010869        sg-one-north_cf06503febfa5f02.npz
9157     0.010869        us-ma-boston_5d986956b0215c4a.npz
10352    0.010866        us-ma-boston_9cb3c8ca0a3b5ee3.npz
16314    0.010865        us-pa-pittsburgh-hazelwood_3e71b2de34f359d2.npz
14578    0.010865        us-pa-pittsburgh-hazelwood_0c5c64b2572b5a1b.npz
13772    0.010863        us-nv-las-vegas-strip_cdf72ec726995687.npz
10051    0.010862        us-ma-boston_8c090420bacc50ac.npz
7094     0.010861        sg-one-north_f2e98d6faf4d5eb4.npz
18385    0.010858        us-pa-pittsburgh-hazelwood_781936d37dd1564d.npz
21603    0.010857        us-pa-pittsburgh-hazelwood_d47c02cdd45b5889.npz
22388    0.010856        us-pa-pittsburgh-hazelwood_ea4e7bf44fe558cb.npz
8641     0.010855        us-ma-boston_40c3434d65af52af.npz
22073    0.010855        us-pa-pittsburgh-hazelwood_e1a7a051d2d25238.npz
20023    0.010855        us-pa-pittsburgh-hazelwood_a567b84bc3f45409.npz
19926    0.010855        us-pa-pittsburgh-hazelwood_a30a0da21ee55e20.npz
19811    0.010853        us-pa-pittsburgh-hazelwood_9fefb9d306735abd.npz
1266     0.010853        sg-one-north_2a36d212a89159c5.npz
19339    0.010853        us-pa-pittsburgh-hazelwood_92b774c09de15209.npz
15972    0.010853        us-pa-pittsburgh-hazelwood_34aa722436a25b03.npz
7873     0.010851        us-ma-boston_174cb2f2d1be5e38.npz
8256     0.010850        us-ma-boston_2b79e2e173ca5084.npz
22987    0.010850        us-pa-pittsburgh-hazelwood_fb40afcad865530c.npz
15785    0.010848        us-pa-pittsburgh-hazelwood_2f5aa3b91e3a5061.npz
3524     0.010848        sg-one-north_78b3fc42342c5d63.npz
6314     0.010848        sg-one-north_d84c4309463f55fc.npz
11682    0.010848        us-ma-boston_e307da4376ce56f9.npz
18470    0.010848        us-pa-pittsburgh-hazelwood_7b2402d2e0795413.npz
23010    0.010846        us-pa-pittsburgh-hazelwood_fbe3a0c70d075408.npz
9415     0.010846        us-ma-boston_6b6e29be27005e68.npz
16377    0.010846        us-pa-pittsburgh-hazelwood_40005b267fef553c.npz
20748    0.010846        us-pa-pittsburgh-hazelwood_ba6e68663d245fcf.npz
19644    0.010845        us-pa-pittsburgh-hazelwood_9adb8a0a61ba5fee.npz
5317     0.010843        sg-one-north_b6f1c920581f51e2.npz
12750    0.010843        us-nv-las-vegas-strip_43c76939ec1b5aed.npz
7781     0.010842        us-ma-boston_134038eea80e5bb8.npz
6819     0.010841        sg-one-north_ea2807a074245996.npz
2758     0.010841        sg-one-north_5cbaaf1f41a45755.npz
10230    0.010840        us-ma-boston_963142a78b055e22.npz
15905    0.010840        us-pa-pittsburgh-hazelwood_32dfbb7d6af65676.npz
21327    0.010840        us-pa-pittsburgh-hazelwood_cbda87dfdf9a5e8f.npz
22259    0.010840        us-pa-pittsburgh-hazelwood_e6e169c5c40b5e32.npz
19581    0.010838        us-pa-pittsburgh-hazelwood_992d1f3c00a553fc.npz
6682     0.010838        sg-one-north_e54bdcf3a8ef5b73.npz
16479    0.010836        us-pa-pittsburgh-hazelwood_42aec0d2d50153d9.npz
8949     0.010835        us-ma-boston_51d6f0b4237554f1.npz
11163    0.010834        us-ma-boston_c63dd56b253452b1.npz
18761    0.010834        us-pa-pittsburgh-hazelwood_831f021ad9fe55c0.npz
2375     0.010833        sg-one-north_5008d6468cd35706.npz
7041     0.010833        sg-one-north_f1557b81d0135b9f.npz
2740     0.010833        sg-one-north_5bcf1fc8ea3252df.npz
14359    0.010832        us-pa-pittsburgh-hazelwood_060247b86e595243.npz
22366    0.010830        us-pa-pittsburgh-hazelwood_e9eade98ae225dac.npz
6546     0.010829        sg-one-north_e0b194d1df4f52cc.npz
19245    0.010828        us-pa-pittsburgh-hazelwood_9081f6cc44f45f04.npz
15493    0.010828        us-pa-pittsburgh-hazelwood_26526b6733c35d80.npz
19678    0.010827        us-pa-pittsburgh-hazelwood_9becb0fa873856e6.npz
16588    0.010827        us-pa-pittsburgh-hazelwood_45b5b0bb6b7156c1.npz
7813     0.010826        us-ma-boston_1482fe03be23589d.npz
21737    0.010825        us-pa-pittsburgh-hazelwood_d7c07c8d28e854cd.npz
7906     0.010824        us-ma-boston_193fe71c7c2e570d.npz
21382    0.010823        us-pa-pittsburgh-hazelwood_cda8dace7c3a5d1b.npz
11459    0.010823        us-ma-boston_d643481f8fd45616.npz
21351    0.010821        us-pa-pittsburgh-hazelwood_cc90a196a8c4566f.npz
14349    0.010820        us-pa-pittsburgh-hazelwood_0587a3d1a7e85dc7.npz
15939    0.010820        us-pa-pittsburgh-hazelwood_33ab64a6d73756e9.npz
10191    0.010818        us-ma-boston_9444eb3733165db6.npz
1424     0.010817        sg-one-north_2f8f78e48fde5993.npz
17937    0.010816        us-pa-pittsburgh-hazelwood_6a32ada81a0f58f0.npz
17647    0.010816        us-pa-pittsburgh-hazelwood_625124b512005ab5.npz
1268     0.010815        sg-one-north_2a484b096e095bdd.npz
6464     0.010815        sg-one-north_dde13b6cfa825b4c.npz
3287     0.010815        sg-one-north_6fa364567cce5ce8.npz
18299    0.010815        us-pa-pittsburgh-hazelwood_75b28fd6a2e95c9f.npz
7927     0.010815        us-ma-boston_1a7947eda3d556c3.npz
9300     0.010814        us-ma-boston_65a32af1b3de5113.npz
9329     0.010813        us-ma-boston_67170ac8f2135862.npz
22624    0.010813        us-pa-pittsburgh-hazelwood_f17bd1d771ff5c90.npz
11568    0.010812        us-ma-boston_dc2a753194515430.npz
8390     0.010811        us-ma-boston_31ff5fb915465710.npz
2229     0.010809        sg-one-north_4afc61df06b85682.npz
7592     0.010807        us-ma-boston_0737118c54f35d83.npz
8638     0.010807        us-ma-boston_40ac7ae755f7507a.npz
18338    0.010806        us-pa-pittsburgh-hazelwood_76bec3a7332f5ec1.npz
14799    0.010806        us-pa-pittsburgh-hazelwood_131a7289c17a5b8b.npz
9929     0.010805        us-ma-boston_86342726e6715ec5.npz
8748     0.010805        us-ma-boston_474a32810f1e5673.npz
15499    0.010804        us-pa-pittsburgh-hazelwood_266943d7086c5c28.npz
17934    0.010803        us-pa-pittsburgh-hazelwood_6a1f1c1a1e585601.npz
13871    0.010803        us-nv-las-vegas-strip_dc528775025b52e6.npz
16381    0.010803        us-pa-pittsburgh-hazelwood_4012cfb3b9e65c17.npz
18014    0.010803        us-pa-pittsburgh-hazelwood_6c4c76d487d35746.npz
16814    0.010802        us-pa-pittsburgh-hazelwood_4b5a53351eb95b6e.npz
22617    0.010801        us-pa-pittsburgh-hazelwood_f149ec0540e25783.npz
19031    0.010796        us-pa-pittsburgh-hazelwood_8a5afb0ff6165e2e.npz
17046    0.010793        us-pa-pittsburgh-hazelwood_51c0fd035bd95a65.npz
12535    0.010793        us-nv-las-vegas-strip_27fa7ff79d99501d.npz
21358    0.010792        us-pa-pittsburgh-hazelwood_ccc6c28d9d8f5b9f.npz
17762    0.010791        us-pa-pittsburgh-hazelwood_65940106f0105a67.npz
3025     0.010790        sg-one-north_65ad2cf29c3e5dc3.npz
4399     0.010789        sg-one-north_9715c8e2e2d95e97.npz
7452     0.010789        sg-one-north_ff51796d3eaf5c15.npz
19598    0.010787        us-pa-pittsburgh-hazelwood_9979a5b7c61c5713.npz
20250    0.010785        us-pa-pittsburgh-hazelwood_ac5cfa25317059f8.npz
2799     0.010785        sg-one-north_5e46dfcd16875bdb.npz
6174     0.010784        sg-one-north_d3be28bea2295322.npz
9332     0.010783        us-ma-boston_67683089aad65b63.npz
1454     0.010783        sg-one-north_30b72910cce75be0.npz
19100    0.010782        us-pa-pittsburgh-hazelwood_8bfa66ea79e45856.npz
18658    0.010782        us-pa-pittsburgh-hazelwood_7fffcbc5eb2652a3.npz
6038     0.010782        sg-one-north_cef93f832d725ef8.npz
15782    0.010780        us-pa-pittsburgh-hazelwood_2f5220198eb259dc.npz
4235     0.010777        sg-one-north_91dffe8f8f1654df.npz
12065    0.010777        us-ma-boston_f6b9b8bec72952cd.npz
19435    0.010776        us-pa-pittsburgh-hazelwood_953ad73b1f6457a4.npz
5145     0.010776        sg-one-north_b10ac215e2c659dc.npz
7261     0.010775        sg-one-north_f81b7a80c670578e.npz
242      0.010774        sg-one-north_09cf9ca8a3dd5479.npz
14553    0.010773        us-pa-pittsburgh-hazelwood_0b66d263b8ff558d.npz
9702     0.010771        us-ma-boston_7a6d31aa11f15613.npz
13074    0.010771        us-nv-las-vegas-strip_730cbee66ab75f69.npz
2298     0.010771        sg-one-north_4d0f0231e30c5eb9.npz
10269    0.010770        us-ma-boston_987d47100abb5a33.npz
170      0.010770        sg-one-north_0707eca15bcc5c1b.npz
10723    0.010768        us-ma-boston_b087d7af83cf57ab.npz
22304    0.010768        us-pa-pittsburgh-hazelwood_e8381b76c7815c0a.npz
22956    0.010768        us-pa-pittsburgh-hazelwood_fa847719e0995889.npz
6630     0.010767        sg-one-north_e340e37417cc5e76.npz
2867     0.010766        sg-one-north_608b7e442ca75bda.npz
15436    0.010764        us-pa-pittsburgh-hazelwood_24d97ad85baf53ea.npz
21278    0.010763        us-pa-pittsburgh-hazelwood_ca6597cec5235a58.npz
16222    0.010762        us-pa-pittsburgh-hazelwood_3b360fef05ba506f.npz
18102    0.010762        us-pa-pittsburgh-hazelwood_6e9145942fd65f3e.npz
8658     0.010761        us-ma-boston_41a3a560640b589d.npz
1362     0.010761        sg-one-north_2d94061811b75423.npz
22524    0.010758        us-pa-pittsburgh-hazelwood_eeedbd10c0f557bd.npz
8987     0.010758        us-ma-boston_53d5f14940b35093.npz
9789     0.010756        us-ma-boston_7f332b035f65588d.npz
962      0.010755        sg-one-north_207c1f2ecd8c5d9a.npz
11911    0.010755        us-ma-boston_ee54f3c04be850d4.npz
1950     0.010755        sg-one-north_40f2b6243ed35efb.npz
15006    0.010754        us-pa-pittsburgh-hazelwood_18df2a33487f5d87.npz
16792    0.010753        us-pa-pittsburgh-hazelwood_4ac036007f4359ea.npz
11766    0.010752        us-ma-boston_e6e359f6a77c59dc.npz
9419     0.010752        us-ma-boston_6ba6a870c7a858fd.npz
4843     0.010751        sg-one-north_a6350519ddb5501b.npz
2883     0.010750        sg-one-north_60e3fa3d5ec857bf.npz
14768    0.010750        us-pa-pittsburgh-hazelwood_122c1200938b53dd.npz
12192    0.010750        us-ma-boston_fda48618acac5aa7.npz
4924     0.010749        sg-one-north_a95b878749d55722.npz
610      0.010749        sg-one-north_152b07e31ea55a9b.npz
21736    0.010749        us-pa-pittsburgh-hazelwood_d7bf11b8feb15930.npz
22187    0.010748        us-pa-pittsburgh-hazelwood_e4d0163b0564537c.npz
3798     0.010746        sg-one-north_82573b0494a354a1.npz
9981     0.010746        us-ma-boston_88d09fe12d335313.npz
10079    0.010745        us-ma-boston_8dc2945db7ce5425.npz
1304     0.010744        sg-one-north_2b8280bda30e552f.npz
9888     0.010744        us-ma-boston_8419d614232c59a0.npz
15700    0.010742        us-pa-pittsburgh-hazelwood_2cd1b7353a2a5f71.npz
3362     0.010742        sg-one-north_72e55b307fb951d6.npz
19789    0.010741        us-pa-pittsburgh-hazelwood_9f0db430a7235456.npz
15574    0.010738        us-pa-pittsburgh-hazelwood_28a105d914e75558.npz
9845     0.010737        us-ma-boston_82640abc0da45415.npz
5332     0.010736        sg-one-north_b7815f8746e85503.npz
11387    0.010735        us-ma-boston_d30885333bee5405.npz
9534     0.010734        us-ma-boston_72397e6e4de552f2.npz
15546    0.010730        us-pa-pittsburgh-hazelwood_27c2c09a990f59f5.npz
9675     0.010730        us-ma-boston_79686ec0575256c3.npz
4907     0.010729        sg-one-north_a8ac990e7c335586.npz
12103    0.010729        us-ma-boston_f8477ef433885b6e.npz
6889     0.010727        sg-one-north_ec6e077d57da5c27.npz
19396    0.010727        us-pa-pittsburgh-hazelwood_9459a78ee1165db0.npz
12543    0.010726        us-nv-las-vegas-strip_28e1c9cf4c645646.npz
5406     0.010725        sg-one-north_b9dcd7a564215934.npz
5844     0.010725        sg-one-north_c769d0db5173595b.npz
22497    0.010725        us-pa-pittsburgh-hazelwood_ee56235a4463503d.npz
16654    0.010725        us-pa-pittsburgh-hazelwood_4785ad27955b5a30.npz
11616    0.010723        us-ma-boston_dec28ea4e22953b0.npz
2698     0.010723        sg-one-north_5a8ab21e9a7b590d.npz
6352     0.010722        sg-one-north_d9eeb626d1575c9c.npz
9325     0.010721        us-ma-boston_66e633253ef95318.npz
4304     0.010721        sg-one-north_94139de539a150be.npz
21165    0.010720        us-pa-pittsburgh-hazelwood_c70610b1539c597a.npz
7920     0.010719        us-ma-boston_19f88a1b432e5fc0.npz
788      0.010719        sg-one-north_1b7af9134e3d530c.npz
21767    0.010719        us-pa-pittsburgh-hazelwood_d8d806eec2625250.npz
22777    0.010718        us-pa-pittsburgh-hazelwood_f5c297902aa85176.npz
5121     0.010715        sg-one-north_b03bb6065926540f.npz
1410     0.010714        sg-one-north_2efa94b6bf415b63.npz
17418    0.010713        us-pa-pittsburgh-hazelwood_5bb34a4961a25deb.npz
8398     0.010713        us-ma-boston_32aa34ebe21e5e8c.npz
21728    0.010711        us-pa-pittsburgh-hazelwood_d79673488877505f.npz
20813    0.010711        us-pa-pittsburgh-hazelwood_bbfbeff1311a5235.npz
7527     0.010709        us-ma-boston_039844acd4d452e4.npz
10795    0.010709        us-ma-boston_b4bdacf3ab415a87.npz
10743    0.010709        us-ma-boston_b19f22b9dab7516d.npz
22078    0.010709        us-pa-pittsburgh-hazelwood_e1e5d5bcefb35092.npz
17724    0.010708        us-pa-pittsburgh-hazelwood_649f187533f756b3.npz
9731     0.010707        us-ma-boston_7c2200cdfe7c5a17.npz
5372     0.010706        sg-one-north_b8b818c92b9757e5.npz
14773    0.010706        us-pa-pittsburgh-hazelwood_124e1cbe03e15708.npz
10040    0.010703        us-ma-boston_8b8a8a16f64d5260.npz
23049    0.010702        us-pa-pittsburgh-hazelwood_fce6a6c4efef59e6.npz
17093    0.010702        us-pa-pittsburgh-hazelwood_52faa62a2ac75dc1.npz
5932     0.010700        sg-one-north_cab28bb2352a5937.npz
5020     0.010700        sg-one-north_accd79037bbb5aca.npz
8889     0.010699        us-ma-boston_4ea70f3d297b5074.npz
21995    0.010699        us-pa-pittsburgh-hazelwood_df75686f62a45993.npz
18164    0.010698        us-pa-pittsburgh-hazelwood_7169d53e936559d8.npz
15038    0.010693        us-pa-pittsburgh-hazelwood_19dbf22acb235dfa.npz
7430     0.010692        sg-one-north_fe105fb4ae6f51fa.npz
3044     0.010691        sg-one-north_66633fd0e78d5e9d.npz
3361     0.010689        sg-one-north_72e418bee9785185.npz
16200    0.010689        us-pa-pittsburgh-hazelwood_3a859aa9a0e1533d.npz
1765     0.010689        sg-one-north_3a6af13e8dee5a48.npz
20800    0.010688        us-pa-pittsburgh-hazelwood_bbbd345a304350e9.npz
14429    0.010687        us-pa-pittsburgh-hazelwood_0806a9e586f655b5.npz
21252    0.010685        us-pa-pittsburgh-hazelwood_c984687fae775171.npz
6148     0.010684        sg-one-north_d2e50276b8f152bf.npz
16042    0.010683        us-pa-pittsburgh-hazelwood_3623c49fb08d5a7a.npz
17737    0.010681        us-pa-pittsburgh-hazelwood_64f628b4331a5597.npz
17936    0.010681        us-pa-pittsburgh-hazelwood_6a2eebcc44aa5d68.npz
19001    0.010681        us-pa-pittsburgh-hazelwood_8987bd1d99795377.npz
17592    0.010680        us-pa-pittsburgh-hazelwood_60c78e0cda325565.npz
127      0.010678        sg-one-north_051bc27cf37d5543.npz
15321    0.010678        us-pa-pittsburgh-hazelwood_220167976fef5b19.npz
7157     0.010678        sg-one-north_f4a0f87c6ec05ffb.npz
6737     0.010677        sg-one-north_e73ed51dd3655718.npz
10967    0.010675        us-ma-boston_bd4c0c248a545991.npz
19844    0.010675        us-pa-pittsburgh-hazelwood_a0f6dfacdc7056af.npz
7054     0.010675        sg-one-north_f191db187a965764.npz
15395    0.010675        us-pa-pittsburgh-hazelwood_23b1f4b8061d54d3.npz
22714    0.010674        us-pa-pittsburgh-hazelwood_f3e9c7b6b2605978.npz
3464     0.010674        sg-one-north_767d5bcd0ae95114.npz
9140     0.010672        us-ma-boston_5c4f4ada8a0254c9.npz
21706    0.010670        us-pa-pittsburgh-hazelwood_d723f4ab5ee75051.npz
18519    0.010670        us-pa-pittsburgh-hazelwood_7c7b5018db945e7d.npz
5988     0.010668        sg-one-north_cd26aaf074d95503.npz
16316    0.010667        us-pa-pittsburgh-hazelwood_3e77bef5cae95be5.npz
15855    0.010667        us-pa-pittsburgh-hazelwood_31699ac18b8b5a30.npz
18310    0.010666        us-pa-pittsburgh-hazelwood_76142be95496575f.npz
21296    0.010666        us-pa-pittsburgh-hazelwood_caffa4dbff275c0a.npz
22801    0.010666        us-pa-pittsburgh-hazelwood_f67a694e35c45e8d.npz
4612     0.010663        sg-one-north_9dd0e6fdf6b85b81.npz
22803    0.010663        us-pa-pittsburgh-hazelwood_f67ef6b543f95828.npz
5950     0.010661        sg-one-north_cb77498c1b8a5c9c.npz
4404     0.010661        sg-one-north_974a6bcd31f95c82.npz
22117    0.010659        us-pa-pittsburgh-hazelwood_e2d3dbea18ca5261.npz
448      0.010659        sg-one-north_1002dda62c825a59.npz
15305    0.010658        us-pa-pittsburgh-hazelwood_21aba88de49b520e.npz
4214     0.010657        sg-one-north_90b62729fc4d5bed.npz
15210    0.010657        us-pa-pittsburgh-hazelwood_1ec8171509a25780.npz
11777    0.010657        us-ma-boston_e7845e2c1ffb5754.npz
12642    0.010654        us-nv-las-vegas-strip_35a770cac64a5558.npz
7949     0.010654        us-ma-boston_1b99c2ac7c745eae.npz
16176    0.010653        us-pa-pittsburgh-hazelwood_39f25ffd5f9457a9.npz
16530    0.010652        us-pa-pittsburgh-hazelwood_4451a87fc55c5c2d.npz
5917     0.010652        sg-one-north_ca054ab570585ad7.npz
18996    0.010650        us-pa-pittsburgh-hazelwood_8965606c66b7521a.npz
7476     0.010650        us-ma-boston_00848e1d51b05e50.npz
12323    0.010648        us-nv-las-vegas-strip_09e533dbf0e055bf.npz
14295    0.010648        us-pa-pittsburgh-hazelwood_045a8822bd3e58c9.npz
1969     0.010648        sg-one-north_418b2d81a18950b3.npz
22212    0.010647        us-pa-pittsburgh-hazelwood_e5bf51234e8b5129.npz
22943    0.010646        us-pa-pittsburgh-hazelwood_fa3bdcf7c9765c17.npz
11895    0.010646        us-ma-boston_edab059c341b5e3c.npz
3244     0.010645        sg-one-north_6df1f8f099915b45.npz
7605     0.010644        us-ma-boston_082613dbca385d7b.npz
2224     0.010644        sg-one-north_4ac6fc482516537f.npz
17466    0.010643        us-pa-pittsburgh-hazelwood_5d3ad5055ea95b1c.npz
7700     0.010642        us-ma-boston_0da8051c61bd596b.npz
4062     0.010639        sg-one-north_8b994df9315f5200.npz
22868    0.010638        us-pa-pittsburgh-hazelwood_f7d8e1f3fcb956da.npz
4317     0.010637        sg-one-north_948006e4a41753cf.npz
17513    0.010636        us-pa-pittsburgh-hazelwood_5ea8cbb658ef56ee.npz
11734    0.010633        us-ma-boston_e5afb270049e507d.npz
6264     0.010632        sg-one-north_d68d49ac8a7f51d1.npz
19159    0.010630        us-pa-pittsburgh-hazelwood_8dbacee4dfad5a58.npz
14640    0.010630        us-pa-pittsburgh-hazelwood_0e51518a41ed5962.npz
8006     0.010629        us-ma-boston_1eb67ad5573a5a75.npz
18584    0.010627        us-pa-pittsburgh-hazelwood_7e30218d0eb657e7.npz
